Category,Message
spam,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18+"
ham,Why you Dint come with us.
ham,"Remember all those whom i hurt during days of satanic imposter in me.need to pay a price,so be it.may destiny keep me going and as u said pray that i get the mind to get over the same."
ham,I emailed yifeng my part oredi.. Can ü get it fr him..
spam,"Orange brings you ringtones from all time Chart Heroes, with a free hit each week! Go to Ringtones & Pics on wap. To stop receiving these tips reply STOP."
ham,"Hey... Thk we juz go accordin to wat we discussed yest lor, except no kb on sun... Cos there's nt much lesson to go if we attend kb on sat..."
spam,Knock Knock Txt whose there to 80082 to enter r weekly draw 4 a £250 gift voucher 4 a store of yr choice. T&Cs www.tkls.com age16 to stoptxtstop£1.50/week
ham,"If we hit it off, you can move in with me :)"
ham,Yup no more already... Thanx 4 printing n handing it up.
ham,Want to finally have lunch today?
ham,Should I be stalking u?
ham,"The LAY MAN! Just to let you know you are missed and thought off. Do have a great day. And if you can send me bimbo and ugo's numbers, ill appreciate. Safe"
spam,"Urgent! call 09066612661 from landline. Your complementary 4* Tenerife Holiday or £10,000 cash await collection SAE T&Cs PO Box 3 WA14 2PX 150ppm 18+ Sender: Hol Offer"
ham,At home also.
ham,What i mean is do they come chase you out when its over or is it stated you can watch as many movies as you want.
ham,"I can't speak, bcaz mobile have problem. I can listen you but you cann't listen my voice. So i calls you later."
ham,I donno if they are scorable
ham,I think the other two still need to get cash but we can def be ready by 9
ham,"Rose needs water, season needs change, poet needs imagination..My phone needs ur sms and i need ur lovely frndship forever...."
ham,How's it feel? Mr. Your not my real Valentine just my yo Valentine even tho u hardly play!!
ham,"After my work ah... Den 6 plus lor... U workin oso rite... Den go orchard lor, no other place to go liao..."
ham,OH FUCK. JUSWOKE UP IN A BED ON A BOATIN THE DOCKS. SLEPT WID 25 YEAR OLD. SPINOUT! GIV U DA GOSSIP L8R. XXX
ham,Sounds like there could be a lot of time spent in that chastity device boy ... *grins* ... Or take your beatings like a good dog. Going to lounge in a nice long bath now ?
ham,"I'm outside islands, head towards hard rock and you'll run into me"
ham,"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!"
ham,", how's things? Just a quick question."
ham,"Im cool ta luv but v.tired 2 cause i have been doin loads of planning all wk, we have got our social services inspection at the nursery! Take care & spk sn x."
ham,Am only searching for good dual sim mobile pa.
ham,say thanks2.
ham,I have a rather prominent bite mark on my right cheek
ham,They did't play one day last year know even though they have very good team.. Like india.
ham,So why didnt you holla?
ham,I want  &lt;#&gt;  rs da:)do you have it?
ham,Sorry about that this is my mates phone and i didnt write it love Kate
ham,I've reached home finally...
ham,"Sorry, I'll call later"
ham,"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL"
spam,"Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth or DVD! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/4QF2"
ham,Let's pool our money together and buy a bunch of lotto tickets. If we win I get &lt;#&gt; % u get &lt;#&gt; %. Deal?
ham,I'm stuck in da middle of da row on da right hand side of da lt...
ham,He neva grumble but i sad lor... Hee... Buy tmr lor aft lunch. But we still meetin 4 lunch tmr a not. Neva hear fr them lei. Ü got a lot of work ar?
ham,yeah sure thing mate haunt got all my stuff sorted but im going sound anyway promoting hex for .by the way who is this? dont know number. Joke
ham,Lol enjoy role playing much?
ham,"They can try! They can get lost, in fact. Tee hee"
ham,"Yo, call me when you get the chance, a friend of mine wanted me to ask you about a big order"
ham,Ok lar... Joking wif u oni...
ham,Okay... We wait ah
ham,Chk in ur belovd ms dict
ham,"Well, I have to leave for my class babe ... You never came back to me ... :-( ... Hope you have a nice sleep, my love"
ham,The hair cream has not been shipped.
ham,Dear how is chechi. Did you talk to her
ham,Tell my  bad character which u Dnt lik in me. I'll try to change in  &lt;#&gt; . I ll add tat 2 my new year resolution. Waiting for ur reply.Be frank...good morning.
ham,Send his number and give reply tomorrow morning for why you said that to him like that ok
ham,Want to send me a virtual hug?... I need one
ham,"Turns out my friends are staying for the whole show and won't be back til ~ &lt;#&gt; , so feel free to go ahead and smoke that $ &lt;#&gt;  worth"
ham,"Hey. What happened? U switch off ur cell d whole day. This isnt good. Now if u do care, give me a call tomorrow."
ham,Asking do u knw them or nt? May be ur frnds or classmates?
ham,"Better than bb. If he wont use it, his wife will or them doctor"
ham,* You gonna ring this weekend or wot?
ham,Ha! I wouldn't say that I just didn't read anything into way u seemed. I don't like 2 be judgemental....i save that for fridays in the pub!
ham,I tot u reach liao. He said t-shirt.
spam,You are now unsubscribed all services. Get tons of sexy babes or hunks straight to your phone! go to http://gotbabes.co.uk. No subscriptions.
ham,2 laptop... I noe infra but too slow lar... I wan fast one
ham,Are you this much buzy
ham,Thats cool! I am a gentleman and will treat you with dignity and respect.
ham,And I don't plan on staying the night but I prolly won't be back til late
ham,"I don't know, same thing that's wrong everyso often, he panicks starts goin on bout not bein good enough …"
spam,"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327"
spam,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+
ham,Lol. Well quality aint bad at all so i aint complaining
spam,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56
ham,Meanwhile in the shit suite: xavier decided to give us  &lt;#&gt;  seconds of warning that samantha was coming over and is playing jay's guitar to impress her or some shit. Also I don't think doug realizes I don't live here anymore
ham,i want to grasp your pretty booty :)
ham,I am joining today formally.Pls keep praying.will talk later.
ham,Dis is yijue. I jus saw ur mail. In case huiming havent sent u my num. Dis is my num.
ham,Do u still have plumbers tape and a wrench we could borrow?
ham,"When I was born, GOD said, ""Oh No! Another IDIOT"". When you were born, GOD said, ""OH No! COMPETITION"". Who knew, one day these two will become FREINDS FOREVER!"
ham,Hey tmr meet at bugis 930 ?
ham,I know! Grumpy old people. My mom was like you better not be lying. Then again I am always the one to play jokes...
ham,Hi i won't b ard 4 christmas. But do enjoy n merry x'mas.
ham,Shant disturb u anymore... Jia you...
ham,They are just making it easy to pay back. I have  &lt;#&gt; yrs to say but i can pay back earlier. You get?
ham,Our ride equally uneventful - not too many of those pesky cyclists around at that time of night ;).
ham,Have you finished work yet? :)
ham,Yeah so basically any time next week you can get away from your mom &amp; get up before 3
ham,"YEH I AM DEF UP4 SOMETHING SAT,JUST GOT PAYED2DAY & I HAVBEEN GIVEN A£50 PAY RISE 4MY WORK & HAVEBEEN MADE PRESCHOOLCO-ORDINATOR 2I AM FEELINGOOD LUV"
ham,Dunno lei ü all decide lor. How abt leona? Oops i tot ben is going n i msg him.
ham,My darling sister. How are you doing. When's school resuming. Is there a minimum wait period before you reapply? Do take care
ham,I'll be in sch fr 4-6... I dun haf da book in sch... It's at home...
ham,Its worse if if uses half way then stops. Its better for him to complete it.
ham,Also where's the piece
ham,I wanted to wish you a Happy New Year and I wanted to talk to you about some legal advice to do with when Gary and I split but in person. I'll make a trip to Ptbo for that. I hope everything is good with you babe and I love ya :)
ham,"Arngd marriage is while u r walkin unfortuntly a snake bites u. bt love marriage is dancing in frnt of d snake &amp; sayin Bite me, bite me."
ham,"How's my loverboy doing ? What does he do that keeps him from coming to his Queen, hmmm ? Doesn't he ache to speak to me ? Miss me desparately ?"
ham,You are a big chic. Common. Declare
ham,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.
ham,Y de asking like this.
ham,I anything lor...
ham,Yup ok...
ham,In the end she might still vomit but its okay. Not everything will come out.
ham,Today am going to college so am not able to atten the class.
ham,"Dad wanted to talk about the apartment so I got a late start, omw now"
ham,Hey darlin.. i can pick u up at college if u tell me wen & where 2 mt.. love Pete xx
ham,Rofl betta invest in some  anti aging products
ham,I was about to do it when i texted. I finished a long time ago and showered and er'ything!
ham,"Hi, my love! How goes that day? Fuck, this morning I woke and dropped my cell on the way down the stairs but it seems alright ... *phews* I miss you !"
ham,Get ready to put on your excellent sub face :)
ham,"Lol, oh you got a friend for the dog ?"
ham,I will reach ur home in  &lt;#&gt;  minutes
ham,I will lick up every drop :) are you ready to use your mouth as well?
ham,"Just got some gas money, any chance you and the gang want to go on a grand nature adventure?"
ham,Yes we are chatting too.
ham,"Now u sound like manky scouse boy steve,like! I is travelling on da bus home.wot has u inmind 4 recreation dis eve?"
ham,Dunno lei he neva say...
ham,HI DARLIN ITS KATE ARE U UP FOR DOIN SOMETHIN TONIGHT? IM GOING TO A PUB CALLED THE SWAN OR SOMETHING WITH MY PARENTS FOR ONE DRINK SO PHONE ME IF U CAN
ham,Wat uniform? In where get?
ham,My battery is low babe
ham,Alright i have a new goal now
ham,"wiskey Brandy Rum Gin Beer Vodka Scotch Shampain Wine ""KUDI""yarasu dhina vaazhthukkal. .."
ham,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!"
ham,Why didn't u call on your lunch?
spam,"URGENT! Your mobile No 077xxx WON a £2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362206 ASAP! BOX97N7QP, 150ppm"
ham,Dont talk to him ever ok its my word.
ham,Lol yep did that yesterday. Already got my fireplace. Now its just another icon sitting there for me.
ham,Wishing you a wonderful week.
ham,Mm yes dear look how i am hugging you both. :-P
ham,Do you know when dad will be back?
ham,Sorry da. I gone mad so many pending works what to do.
spam,Please CALL 08712402578 immediately as there is an urgent message waiting for you
ham,Ugh my leg hurts. Musta overdid it on mon.
ham,Ok
ham,Its sunny in california. The weather's just cool
ham,Jus telling u dat i'll b leaving 4 shanghai on 21st instead so we'll haf more time 2 meet up cya...
ham,I'm watching lotr w my sis dis aft. So u wan 2 meet me 4 dinner at nite a not?
ham,Feel like trying kadeem again? :V
ham,Enjoy urself tmr...
ham,Ok i will tell her to stay out. Yeah its been tough but we are optimistic things will improve this month.
ham,Hi mom we might be back later than  &lt;#&gt;
ham,Dai i downloaded but there is only exe file which i can only run that exe after installing.
spam,"SMSSERVICES. for yourinclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE"
ham,That means from february to april i'll be getting a place to stay down there so i don't have to hustle back and forth during audition season as i have since my sister moved away from harlem.
ham,Not directly behind... Abt 4 rows behind ü...
ham,"Got fujitsu, ibm, hp, toshiba... Got a lot of model how to say..."
ham,I think asking for a gym is the excuse for lazy people. I jog.
